firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber,carrier
name2208,lastname2208,Female,August,8,1999,BS Communications Technology Management,0927 549 3221,Globe
name2209,lastname2209,Female,August,22,1999,BS Communications Technology Management,0917 967 5030,Globe
name2210,lastname2210,Male,April,2,2000,BS Communications Technology Management,0927 313 3695,Globe
name2211,lastname2211,Female,September,27,1997,BS Communications Technology Management,0927 155 7076,Globe
name2212,lastname2212,Male,November,8,1999,BS Management Engineering,0917 794 4429,Globe
name2213,lastname2213,Male,April,2,1998,BS Legal Management,0918 602 7083,Smart
name2214,lastname2214,Male,April,20,1997,BS Legal Management,0927 476 8731,Globe
name2215,lastname2215,Female,June,8,1997,BS Management,0918 505 1015,Smart
name2216,lastname2216,Female,October,1,1999,BS Communications Technology Management,0918 345 9148,Smart
name2217,lastname2217,Female,October,14,1998,BS Communications Technology Management,0927 138 8217,Globe
name2218,lastname2218,Male,December,28,1998,BS Legal Management,0927 622 6347,Globe
name2219,lastname2219,Male,March,15,2000,BS Management Engineering,0927 911 5515,Globe
name2220,lastname2220,Female,April,17,1998,BS IT Entrepreneurship,0917 470 9664,Globe
name2221,lastname2221,Female,January,1,1999,BS Communications Technology Management,0918 629 1865,Smart
name2222,lastname2222,Female,April,3,1998,BS Management,0927 532 5548,Globe
name2223,lastname2223,Female,December,28,1997,BS Legal Management,0918 632 8714,Smart
name2224,lastname2224,Male,December,23,1998,BS Management,0927 569 4556,Globe
name2225,lastname2225,Male,May,15,1997,BS Management,0918 372 3454,Smart
name2226,lastname2226,Female,September,11,1997,BS IT Entrepreneurship,0918 615 6447,Smart
name2227,lastname2227,Female,May,25,1999,BS Communications Technology Management,0918 355 3348,Smart
name2228,lastname2228,Male,May,14,1998,BS Management,0927 743 4868,Globe
name2229,lastname2229,Male,March,3,1997,BS Communications Technology Management,0927 546 5985,Globe
name2230,lastname2230,Female,April,17,1998,BS Legal Management,0927 434 9529,Globe
name2231,lastname2231,Male,June,27,1999,BS Legal Management,0927 909 6677,Globe
name2232,lastname2232,Male,November,20,1997,BS IT Entrepreneurship,0927 267 3451,Globe
name2233,lastname2233,Male,February,2,2001,BS Communications Technology Management,0918 217 8724,Smart
name2234,lastname2234,Male,January,15,1997,BS IT Entrepreneurship,0918 727 8486,Smart
name2235,lastname2235,Female,February,21,1999,BS IT Entrepreneurship,0927 912 4795,Globe
name2236,lastname2236,Male,October,21,1999,BS Legal Management,0917 257 6430,Globe
name2237,lastname2237,Male,May,3,1999,BS Management,0917 614 9572,Globe
name2238,lastname2238,Male,September,16,1998,BS Legal Management,0927 308 3769,Globe
name2239,lastname2239,Female,October,27,1999,BS Legal Management,0918 792 5434,Smart
name2240,lastname2240,Female,May,4,2001,BS Management,0918 334 2217,Smart
name2241,lastname2241,Male,November,24,1999,BS IT Entrepreneurship,0918 462 4305,Smart
name2242,lastname2242,Female,June,3,1999,BS Management Engineering,0927 458 2606,Globe
name2243,lastname2243,Female,January,16,1997,BS IT Entrepreneurship,0927 718 2916,Globe
name2244,lastname2244,Male,July,7,1997,BS Management,0927 839 2992,Globe
name2245,lastname2245,Female,July,28,2000,BS IT Entrepreneurship,0917 230 8628,Globe
name2246,lastname2246,Male,December,23,1999,BS Management Engineering,0918 272 2139,Smart
name2247,lastname2247,Female,July,13,2001,BS IT Entrepreneurship,0918 899 7327,Smart
name2248,lastname2248,Female,July,24,1999,BS Management Engineering,0917 590 6157,Globe
name2249,lastname2249,Female,May,17,1999,BS Management Engineering,0927 305 2790,Globe
name2250,lastname2250,Female,November,4,1998,BS IT Entrepreneurship,0927 826 4920,Globe
name2251,lastname2251,Male,May,18,2001,BS IT Entrepreneurship,0927 691 5448,Globe
name2252,lastname2252,Female,June,23,1997,BS IT Entrepreneurship,0927 261 1275,Globe
name2253,lastname2253,Female,August,1,2000,BS Management Engineering,0917 675 7382,Globe
name2254,lastname2254,Female,June,5,1997,BS Legal Management,0917 399 9698,Globe
name2255,lastname2255,Male,August,15,2000,BS Management,0927 979 6713,Globe
name2256,lastname2256,Male,February,26,1997,BS Management Engineering,0918 828 7678,Smart
name2257,lastname2257,Male,September,2,1999,BS Management,0927 148 8571,Globe
name2258,lastname2258,Female,October,16,1997,BS Legal Management,0918 953 8249,Smart
name2259,lastname2259,Male,January,23,2001,BS IT Entrepreneurship,0917 740 6763,Globe
name2260,lastname2260,Female,December,8,1997,BS IT Entrepreneurship,0918 644 6084,Smart
name2261,lastname2261,Male,July,4,1997,BS IT Entrepreneurship,0918 227 1056,Smart
name2262,lastname2262,Male,August,19,1997,BS Communications Technology Management,0918 200 4621,Smart
name2263,lastname2263,Female,February,28,1999,BS Legal Management,0917 664 8355,Globe
name2264,lastname2264,Male,July,8,1997,BS Management,0917 451 1889,Globe
name2265,lastname2265,Male,January,24,1997,BS Management Engineering,0918 461 4979,Smart
name2266,lastname2266,Male,February,12,1997,BS IT Entrepreneurship,0917 528 6459,Globe
name2267,lastname2267,Female,April,9,1998,BS IT Entrepreneurship,0927 127 2585,Globe
name2268,lastname2268,Male,October,24,2001,BS Management,0927 281 5044,Globe
name2269,lastname2269,Male,December,19,1998,BS Management,0918 298 4815,Smart
name2270,lastname2270,Male,May,18,2001,BS Management,0927 522 9321,Globe
name2271,lastname2271,Male,March,24,1999,BS Management,0917 481 7170,Globe
name2272,lastname2272,Female,May,2,1997,BS Management Engineering,0918 595 9543,Smart
name2273,lastname2273,Female,April,7,1998,BS Legal Management,0927 368 6328,Globe
name2274,lastname2274,Male,November,17,1999,BS Management,0918 811 7291,Smart
name2275,lastname2275,Female,May,16,2000,BS Management,0918 192 3696,Smart
name2276,lastname2276,Female,March,18,1998,BS Management,0927 118 1377,Globe
name2277,lastname2277,Female,April,20,1998,BS Legal Management,0917 919 2686,Globe
name2278,lastname2278,Female,June,24,2001,BS Management,0917 179 1779,Globe
name2279,lastname2279,Female,September,1,1999,BS Management Engineering,0918 747 5179,Smart
name2280,lastname2280,Female,November,19,2001,BS IT Entrepreneurship,0927 818 5210,Globe
name2281,lastname2281,Male,December,17,1999,BS Management,0927 792 8470,Globe
name2282,lastname2282,Male,April,9,2000,BS Communications Technology Management,0927 862 6067,Globe
name2283,lastname2283,Female,January,18,1998,BS Communications Technology Management,0918 585 6026,Smart
name2284,lastname2284,Female,December,15,1998,BS Management,0918 627 6100,Smart
name2285,lastname2285,Female,June,6,1998,BS Legal Management,0927 658 9231,Globe
name2286,lastname2286,Female,September,21,2001,BS Management,0918 872 4154,Smart
name2287,lastname2287,Male,January,21,1998,BS Legal Management,0917 362 3559,Globe
name2288,lastname2288,Male,January,20,2000,BS Communications Technology Management,0917 927 6156,Globe
name2289,lastname2289,Male,October,19,2000,BS IT Entrepreneurship,0917 908 3625,Globe
name2290,lastname2290,Male,January,28,1997,BS Management,0917 793 9418,Globe
name2291,lastname2291,Male,September,13,2000,BS Management,0918 486 4686,Smart
name2292,lastname2292,Female,March,6,2000,BS IT Entrepreneurship,0917 819 7636,Globe
name2293,lastname2293,Male,August,27,1998,BS Communications Technology Management,0927 278 4141,Globe
name2294,lastname2294,Male,July,21,2000,BS Legal Management,0917 622 4555,Globe
name2295,lastname2295,Female,June,17,2001,BS Management Engineering,0918 368 8603,Smart
name2296,lastname2296,Male,February,10,2001,BS IT Entrepreneurship,0917 272 8733,Globe
name2297,lastname2297,Male,February,23,1998,BS Management,0927 991 3817,Globe
name2298,lastname2298,Male,January,1,2000,BS Legal Management,0927 500 2562,Globe
name2299,lastname2299,Male,January,14,2000,BS Legal Management,0918 577 2431,Smart
name2300,lastname2300,Female,February,24,2000,BS Communications Technology Management,0918 524 1259,Smart
name2301,lastname2301,Female,February,16,1997,BS Communications Technology Management,0918 404 9503,Smart
name2302,lastname2302,Female,April,14,1998,BS Management,0918 146 1542,Smart
name2303,lastname2303,Female,September,28,2000,BS Communications Technology Management,0927 445 8143,Globe
name2304,lastname2304,Female,March,21,1999,BS IT Entrepreneurship,0927 753 3303,Globe
name2305,lastname2305,Female,September,4,2001,BS Management Engineering,0918 758 5738,Smart
name2306,lastname2306,Male,June,11,1999,BS Management Engineering,0917 851 1627,Globe
name2307,lastname2307,Male,January,11,1997,BS IT Entrepreneurship,0927 121 8775,Globe
name2308,lastname2308,Male,February,27,1998,BS Management,0927 784 3387,Globe
name2309,lastname2309,Female,June,12,2001,BS Management,0927 244 3525,Globe
name2310,lastname2310,Female,December,24,1999,BS Legal Management,0918 642 7384,Smart
name2311,lastname2311,Male,January,1,1998,BS Communications Technology Management,0918 356 9018,Smart
name2312,lastname2312,Female,May,2,1999,BS Legal Management,0917 468 8345,Globe
name2313,lastname2313,Male,March,11,1997,BS IT Entrepreneurship,0917 153 7719,Globe
name2314,lastname2314,Male,May,4,1998,BS Management Engineering,0918 743 1918,Smart
name2315,lastname2315,Female,February,26,1998,BS IT Entrepreneurship,0917 820 1521,Globe
name2316,lastname2316,Male,December,4,1998,BS Management,0918 843 7217,Smart
name2317,lastname2317,Male,December,27,2001,BS Management,0927 881 9759,Globe
name2318,lastname2318,Female,September,11,2000,BS Management Engineering,0927 532 3544,Globe
name2319,lastname2319,Female,January,4,1999,BS IT Entrepreneurship,0918 230 5450,Smart
name2320,lastname2320,Female,March,16,1999,BS IT Entrepreneurship,0918 396 6613,Smart
name2321,lastname2321,Female,September,26,2001,BS Management,0918 735 9525,Smart
name2322,lastname2322,Male,August,9,2000,BS IT Entrepreneurship,0918 756 9753,Smart
name2323,lastname2323,Female,November,14,1999,BS IT Entrepreneurship,0917 505 5113,Globe
name2324,lastname2324,Female,May,5,2001,BS Management Engineering,0918 281 4588,Smart
name2325,lastname2325,Female,July,20,1998,BS Legal Management,0927 995 3647,Globe
name2326,lastname2326,Male,July,27,2000,BS Management,0917 618 9981,Globe
name2327,lastname2327,Male,January,1,1997,BS Legal Management,0917 685 1845,Globe
name2328,lastname2328,Male,April,5,2001,BS Management,0927 881 4083,Globe
name2329,lastname2329,Female,July,18,1997,BS Management,0917 408 6878,Globe
name2330,lastname2330,Male,April,17,1998,BS Management Engineering,0927 978 8808,Globe
name2331,lastname2331,Male,May,11,2000,BS Legal Management,0918 886 9213,Smart
name2332,lastname2332,Female,April,25,1997,BS Management,0927 449 7654,Globe
name2333,lastname2333,Male,July,10,1998,BS IT Entrepreneurship,0927 140 9493,Globe
name2334,lastname2334,Female,November,7,1999,BS Legal Management,0918 784 9869,Smart
name2335,lastname2335,Male,June,26,2001,BS Legal Management,0927 879 2340,Globe
name2336,lastname2336,Female,April,15,1999,BS Management Engineering,0918 706 3082,Smart
name2337,lastname2337,Male,March,17,1998,BS Management Engineering,0918 560 7449,Smart
name2338,lastname2338,Female,November,6,1997,BS Management,0918 903 5233,Smart
name2339,lastname2339,Female,November,8,1999,BS IT Entrepreneurship,0927 923 5576,Globe
name2340,lastname2340,Female,July,18,1997,BS Management Engineering,0917 809 8960,Globe
name2341,lastname2341,Female,April,17,1999,BS IT Entrepreneurship,0918 908 6742,Smart
name2342,lastname2342,Male,July,7,1998,BS Legal Management,0927 919 4991,Globe
name2343,lastname2343,Male,January,1,1998,BS Management Engineering,0927 154 7220,Globe
name2344,lastname2344,Male,May,14,1997,BS Communications Technology Management,0927 929 7767,Globe
name2345,lastname2345,Male,April,13,1998,BS Management,0927 799 3697,Globe
name2346,lastname2346,Male,February,7,1997,BS Communications Technology Management,0917 793 4237,Globe
name2347,lastname2347,Female,July,6,1998,BS Management,0917 891 8673,Globe
name2348,lastname2348,Female,July,18,2000,BS Legal Management,0918 677 4312,Smart
name2349,lastname2349,Male,October,17,2000,BS Management Engineering,0927 467 9726,Globe
name2350,lastname2350,Male,May,28,1998,BS IT Entrepreneurship,0917 847 8371,Globe
name2351,lastname2351,Male,March,9,1998,BS Communications Technology Management,0917 914 6203,Globe
name2352,lastname2352,Female,June,7,1998,BS Management Engineering,0917 334 6159,Globe
name2353,lastname2353,Male,June,1,2001,BS Communications Technology Management,0927 134 2532,Globe
name2354,lastname2354,Female,July,11,1998,BS IT Entrepreneurship,0918 534 5264,Smart
name2355,lastname2355,Female,June,23,2001,BS Communications Technology Management,0917 124 8700,Globe
name2356,lastname2356,Female,May,6,1997,BS Management,0927 745 2827,Globe
name2357,lastname2357,Female,June,13,1998,BS IT Entrepreneurship,0927 669 5007,Globe
name2358,lastname2358,Male,December,18,2001,BS Management Engineering,0918 923 4311,Smart
name2359,lastname2359,Male,May,1,1998,BS IT Entrepreneurship,0918 108 2864,Smart
name2360,lastname2360,Male,March,12,1998,BS Management Engineering,0917 836 8453,Globe
name2361,lastname2361,Male,February,15,2000,BS Communications Technology Management,0917 246 2476,Globe
name2362,lastname2362,Male,January,17,1998,BS Communications Technology Management,0927 553 1625,Globe
name2363,lastname2363,Female,May,10,1997,BS Legal Management,0918 607 3049,Smart
name2364,lastname2364,Female,February,7,1997,BS Communications Technology Management,0917 740 5047,Globe
name2365,lastname2365,Female,October,15,1997,BS Management Engineering,0917 159 7408,Globe
name2366,lastname2366,Male,December,27,1998,BS Legal Management,0918 948 8122,Smart
name2367,lastname2367,Female,July,26,1997,BS Legal Management,0918 288 1534,Smart
name2368,lastname2368,Female,May,1,1997,BS IT Entrepreneurship,0918 991 8438,Smart
name2369,lastname2369,Male,May,23,1997,BS Communications Technology Management,0917 688 6034,Globe
name2370,lastname2370,Female,January,18,1998,BS Communications Technology Management,0917 880 1286,Globe
name2371,lastname2371,Female,April,11,2000,BS Legal Management,0917 758 9685,Globe
name2372,lastname2372,Male,July,4,2001,BS Legal Management,0927 490 5419,Globe
name2373,lastname2373,Female,May,12,2000,BS Management Engineering,0927 776 2687,Globe
name2374,lastname2374,Male,August,27,2000,BS IT Entrepreneurship,0927 429 5762,Globe
name2375,lastname2375,Male,November,2,1999,BS Management,0918 276 8342,Smart
name2376,lastname2376,Female,May,27,1999,BS IT Entrepreneurship,0918 420 9440,Smart
name2377,lastname2377,Female,September,12,2001,BS Communications Technology Management,0917 316 7284,Globe
name2378,lastname2378,Male,December,2,1997,BS Management,0918 975 1613,Smart
name2379,lastname2379,Male,November,10,1997,BS Legal Management,0927 874 3477,Globe
name2380,lastname2380,Female,November,17,1999,BS Legal Management,0917 323 1977,Globe
name2381,lastname2381,Male,June,13,1998,BS Management Engineering,0917 632 3225,Globe
name2382,lastname2382,Male,December,12,1997,BS Communications Technology Management,0917 449 3806,Globe
name2383,lastname2383,Female,April,19,2000,BS Legal Management,0918 729 7979,Smart
name2384,lastname2384,Male,September,19,1998,BS Communications Technology Management,0927 971 2794,Globe
name2385,lastname2385,Male,December,23,2001,BS Management Engineering,0917 693 4040,Globe
name2386,lastname2386,Female,December,18,1997,BS Management,0918 257 1334,Smart
name2387,lastname2387,Male,March,11,1997,BS Management,0927 479 2154,Globe
name2388,lastname2388,Male,September,7,1998,BS Communications Technology Management,0927 106 4194,Globe
name2389,lastname2389,Female,March,13,1997,BS Legal Management,0927 824 6270,Globe
name2390,lastname2390,Male,November,9,1998,BS Communications Technology Management,0917 866 2766,Globe
name2391,lastname2391,Male,August,21,2000,BS Legal Management,0927 857 2381,Globe
name2392,lastname2392,Male,March,21,2001,BS IT Entrepreneurship,0917 615 1060,Globe
name2393,lastname2393,Male,October,22,1998,BS IT Entrepreneurship,0917 956 3502,Globe
name2394,lastname2394,Female,August,23,1999,BS Management Engineering,0917 660 7478,Globe
name2395,lastname2395,Male,June,16,1997,BS Legal Management,0917 387 1657,Globe
name2396,lastname2396,Female,June,28,1997,BS Management Engineering,0917 948 9502,Globe
name2397,lastname2397,Male,April,27,1997,BS Communications Technology Management,0917 997 3008,Globe
name2398,lastname2398,Female,March,5,1999,BS Communications Technology Management,0927 397 8097,Globe
name2399,lastname2399,Female,August,5,2000,BS Management Engineering,0927 447 4213,Globe
name2400,lastname2400,Female,April,27,2000,BS Management Engineering,0918 919 5919,Smart
name2401,lastname2401,Male,October,28,2000,BS Management,0917 551 8099,Globe
name2402,lastname2402,Female,October,15,1999,BS Communications Technology Management,0927 159 9241,Globe
name2403,lastname2403,Male,June,22,1999,BS Management Engineering,0927 289 3262,Globe
name2404,lastname2404,Male,October,24,2001,BS Communications Technology Management,0927 748 1190,Globe
name2405,lastname2405,Male,July,19,1999,BS IT Entrepreneurship,0918 192 8519,Smart
name2406,lastname2406,Female,March,7,1998,BS Management,0918 201 5633,Smart
name2407,lastname2407,Female,March,10,2000,BS IT Entrepreneurship,0927 392 7223,Globe
name2408,lastname2408,Female,February,16,1997,BS Management,0927 828 7176,Globe
name2409,lastname2409,Male,May,6,1997,BS Communications Technology Management,0917 412 3057,Globe
name2410,lastname2410,Female,March,28,2000,BS Management,0917 181 3978,Globe
name2411,lastname2411,Male,October,22,1998,BS Communications Technology Management,0917 374 3329,Globe
name2412,lastname2412,Male,June,16,1999,BS Communications Technology Management,0917 870 6914,Globe
name2413,lastname2413,Female,November,26,2001,BS Legal Management,0917 960 3096,Globe
name2414,lastname2414,Female,February,18,1999,BS IT Entrepreneurship,0917 755 2268,Globe
name2415,lastname2415,Male,October,10,1998,BS Communications Technology Management,0918 931 7669,Smart
name2416,lastname2416,Female,September,25,1999,BS Management,0927 577 5428,Globe
name2417,lastname2417,Male,November,1,2000,BS Management,0918 611 7258,Smart
name2418,lastname2418,Female,December,13,2000,BS IT Entrepreneurship,0927 255 7533,Globe
name2419,lastname2419,Male,November,16,2001,BS Communications Technology Management,0927 198 4160,Globe
name2420,lastname2420,Male,June,10,2000,BS Legal Management,0918 147 1799,Smart
name2421,lastname2421,Male,May,3,1998,BS IT Entrepreneurship,0927 397 7959,Globe
name2422,lastname2422,Male,May,28,1999,BS Communications Technology Management,0927 619 2961,Globe
name2423,lastname2423,Female,March,10,1999,BS Management,0917 840 3342,Globe
name2424,lastname2424,Female,March,14,2001,BS IT Entrepreneurship,0917 793 8378,Globe
name2425,lastname2425,Male,July,19,1999,BS IT Entrepreneurship,0918 495 8760,Smart
name2426,lastname2426,Female,May,16,2000,BS Management Engineering,0918 390 4848,Smart
name2427,lastname2427,Male,February,4,2000,BS Management,0917 504 1312,Globe
name2428,lastname2428,Female,November,13,1997,BS IT Entrepreneurship,0917 764 8229,Globe
name2429,lastname2429,Female,June,22,1997,BS Legal Management,0927 227 6284,Globe
name2430,lastname2430,Female,May,17,1998,BS IT Entrepreneurship,0918 199 7797,Smart
name2431,lastname2431,Male,August,13,1998,BS Management,0917 169 3352,Globe
name2432,lastname2432,Male,May,15,1999,BS Management Engineering,0917 761 3830,Globe
name2433,lastname2433,Female,September,17,1997,BS Communications Technology Management,0927 849 6892,Globe
name2434,lastname2434,Female,January,19,1999,BS Management Engineering,0927 434 9948,Globe
name2435,lastname2435,Female,April,4,1998,BS Communications Technology Management,0927 227 8411,Globe
name2436,lastname2436,Male,February,12,1997,BS Management Engineering,0918 436 4889,Smart
name2437,lastname2437,Male,March,19,1999,BS Communications Technology Management,0918 832 1639,Smart
name2438,lastname2438,Male,October,21,1998,BS IT Entrepreneurship,0927 482 6028,Globe
name2439,lastname2439,Male,February,5,1998,BS Management Engineering,0918 485 7266,Smart
name2440,lastname2440,Male,September,19,1998,BS Management,0917 856 5444,Globe
name2441,lastname2441,Male,February,12,2001,BS Legal Management,0917 754 8431,Globe
name2442,lastname2442,Male,November,10,2001,BS Management Engineering,0927 764 6262,Globe
name2443,lastname2443,Male,July,25,1998,BS IT Entrepreneurship,0918 541 1153,Smart
name2444,lastname2444,Female,August,16,1998,BS Management,0918 845 7573,Smart
name2445,lastname2445,Male,September,5,1998,BS Management,0927 533 1486,Globe
name2446,lastname2446,Male,February,22,2000,BS Management Engineering,0917 275 7590,Globe
name2447,lastname2447,Male,February,11,2001,BS Management Engineering,0918 694 6303,Smart
name2448,lastname2448,Female,June,4,2000,BS Communications Technology Management,0927 244 3224,Globe
name2449,lastname2449,Female,July,6,1998,BS Legal Management,0918 446 3657,Smart
name2450,lastname2450,Male,June,21,1998,BS Management,0917 335 2745,Globe
name2451,lastname2451,Male,January,22,1999,BS Management Engineering,0917 482 2116,Globe
name2452,lastname2452,Male,April,23,1999,BS Management Engineering,0917 538 5323,Globe
name2453,lastname2453,Male,March,22,2001,BS Communications Technology Management,0917 523 3869,Globe
name2454,lastname2454,Female,November,19,1999,BS Management Engineering,0917 385 3899,Globe
name2455,lastname2455,Male,December,24,1997,BS IT Entrepreneurship,0918 593 4633,Smart
name2456,lastname2456,Male,April,9,1998,BS Legal Management,0927 725 8448,Globe
name2457,lastname2457,Male,October,10,2001,BS Management,0917 875 7767,Globe
name2458,lastname2458,Male,November,4,1999,BS IT Entrepreneurship,0917 234 8813,Globe
name2459,lastname2459,Female,January,6,1998,BS Communications Technology Management,0917 854 2574,Globe
name2460,lastname2460,Male,April,18,2001,BS IT Entrepreneurship,0918 172 8477,Smart
name2461,lastname2461,Female,November,18,1998,BS Legal Management,0927 779 7910,Globe
name2462,lastname2462,Male,November,4,1997,BS IT Entrepreneurship,0918 659 2984,Smart
name2463,lastname2463,Female,January,28,1997,BS Management,0927 341 4442,Globe
name2464,lastname2464,Male,September,6,1998,BS Management,0927 810 3537,Globe
name2465,lastname2465,Female,October,28,1999,BS Management,0917 848 6313,Globe
name2466,lastname2466,Female,May,28,1997,BS Management Engineering,0918 596 7521,Smart
name2467,lastname2467,Female,February,12,1997,BS Legal Management,0927 537 1630,Globe
name2468,lastname2468,Male,September,4,1997,BS Management,0917 522 8739,Globe
name2469,lastname2469,Female,November,26,1999,BS IT Entrepreneurship,0927 961 4729,Globe
name2470,lastname2470,Male,July,5,1999,BS Management Engineering,0918 746 7549,Smart
name2471,lastname2471,Female,April,15,1998,BS Management,0917 186 5933,Globe
name2472,lastname2472,Male,December,13,1997,BS Communications Technology Management,0918 872 7265,Smart
name2473,lastname2473,Female,May,6,1997,BS Management,0918 950 9443,Smart
name2474,lastname2474,Male,January,24,1997,BS Management Engineering,0918 909 4946,Smart
name2475,lastname2475,Male,January,12,1999,BS Legal Management,0927 312 5973,Globe
name2476,lastname2476,Female,August,15,2001,BS Legal Management,0918 893 6385,Smart
name2477,lastname2477,Male,September,27,2001,BS Legal Management,0918 877 6490,Smart
name2478,lastname2478,Male,November,3,2001,BS Management,0917 347 6498,Globe
name2479,lastname2479,Female,December,23,1999,BS Legal Management,0918 573 2384,Smart
name2480,lastname2480,Male,May,22,1998,BS Communications Technology Management,0918 759 4404,Smart
name2481,lastname2481,Male,March,3,2001,BS Communications Technology Management,0917 332 5207,Globe
name2482,lastname2482,Male,September,10,2000,BS Communications Technology Management,0917 195 8173,Globe
name2483,lastname2483,Male,January,6,2000,BS Legal Management,0927 781 8674,Globe
name2484,lastname2484,Male,November,10,2000,BS Management Engineering,0927 347 9357,Globe
name2485,lastname2485,Male,May,14,1999,BS Management,0927 650 8064,Globe
name2486,lastname2486,Female,January,6,1999,BS Management,0927 702 2432,Globe
name2487,lastname2487,Male,December,26,2000,BS Communications Technology Management,0927 634 1504,Globe
name2488,lastname2488,Male,March,25,1999,BS Management,0918 614 2482,Smart
name2489,lastname2489,Male,January,20,1997,BS Legal Management,0918 417 3419,Smart
name2490,lastname2490,Female,August,16,2000,BS Legal Management,0918 800 4530,Smart
name2491,lastname2491,Male,January,3,1999,BS Legal Management,0927 479 1685,Globe
name2492,lastname2492,Female,January,9,2001,BS IT Entrepreneurship,0917 517 8009,Globe
name2493,lastname2493,Female,September,9,1999,BS Management Engineering,0927 649 3563,Globe
name2494,lastname2494,Male,April,10,2000,BS Communications Technology Management,0918 797 3972,Smart
name2495,lastname2495,Male,May,11,1998,BS Communications Technology Management,0927 702 3361,Globe
name2496,lastname2496,Male,September,16,1998,BS Communications Technology Management,0917 794 8406,Globe
name2497,lastname2497,Male,December,10,2000,BS Management Engineering,0917 240 7897,Globe
name2498,lastname2498,Male,December,8,2001,BS Management,0917 437 4761,Globe
name2499,lastname2499,Male,September,2,1997,BS IT Entrepreneurship,0927 554 1341,Globe
name2500,lastname2500,Male,March,12,2001,BS Management,0918 787 7812,Smart
name2501,lastname2501,Female,December,1,2001,BS Management,0917 654 8967,Globe
name2502,lastname2502,Female,December,19,2000,BS Management,0917 929 4398,Globe
name2503,lastname2503,Female,February,6,1998,BS Communications Technology Management,0918 565 3640,Smart
name2504,lastname2504,Male,April,9,2000,BS Legal Management,0918 520 5187,Smart
name2505,lastname2505,Female,January,28,1997,BS IT Entrepreneurship,0927 363 8348,Globe
name2506,lastname2506,Female,November,22,1998,BS Communications Technology Management,0927 894 9571,Globe
name2507,lastname2507,Female,February,11,1997,BS Legal Management,0917 998 2534,Globe
name2508,lastname2508,Male,April,18,2001,BS Legal Management,0927 647 9151,Globe
name2509,lastname2509,Female,October,25,1998,BS Legal Management,0927 744 4282,Globe
name2510,lastname2510,Male,June,11,1998,BS Communications Technology Management,0917 869 9466,Globe
name2511,lastname2511,Female,December,25,1997,BS Legal Management,0918 287 7261,Smart
name2512,lastname2512,Female,May,25,1999,BS Management Engineering,0927 906 9410,Globe
name2513,lastname2513,Male,November,10,2000,BS Communications Technology Management,0918 490 2582,Smart
name2514,lastname2514,Female,September,15,1998,BS IT Entrepreneurship,0918 151 9228,Smart
name2515,lastname2515,Male,April,28,2001,BS Management Engineering,0927 279 8965,Globe
name2516,lastname2516,Female,January,19,1997,BS Management,0918 609 2244,Smart
name2517,lastname2517,Female,November,17,1998,BS IT Entrepreneurship,0927 290 3455,Globe
name2518,lastname2518,Female,October,15,2001,BS Legal Management,0918 592 1101,Smart
name2519,lastname2519,Male,May,24,1999,BS IT Entrepreneurship,0927 866 2938,Globe
name2520,lastname2520,Male,October,11,1998,BS Management,0918 180 5555,Smart
name2521,lastname2521,Male,January,18,1997,BS Management Engineering,0927 140 1589,Globe
name2522,lastname2522,Male,May,28,2001,BS Communications Technology Management,0927 930 6395,Globe
name2523,lastname2523,Female,July,23,2001,BS IT Entrepreneurship,0927 815 1092,Globe
name2524,lastname2524,Female,May,26,2000,BS Management Engineering,0927 596 1752,Globe
name2525,lastname2525,Male,April,12,1998,BS Management Engineering,0917 423 2721,Globe
name2526,lastname2526,Male,January,9,2001,BS Management Engineering,0918 102 2217,Smart
name2527,lastname2527,Male,April,21,1997,BS Management,0918 808 5353,Smart
name2528,lastname2528,Female,April,5,1999,BS Legal Management,0917 669 9647,Globe
name2529,lastname2529,Male,May,11,1998,BS Management,0927 440 7845,Globe
name2530,lastname2530,Male,June,17,2000,BS Management,0918 431 8667,Smart
name2531,lastname2531,Male,January,17,1998,BS Communications Technology Management,0927 204 3757,Globe
name2532,lastname2532,Female,November,28,2001,BS Legal Management,0927 313 4542,Globe
name2533,lastname2533,Male,December,12,2000,BS IT Entrepreneurship,0918 457 8951,Smart
name2534,lastname2534,Male,May,19,1999,BS Management Engineering,0918 308 2032,Smart
name2535,lastname2535,Male,September,16,1997,BS Legal Management,0927 474 8597,Globe
name2536,lastname2536,Female,February,17,2001,BS Management Engineering,0917 395 4691,Globe
name2537,lastname2537,Female,November,9,1998,BS IT Entrepreneurship,0918 873 1719,Smart
name2538,lastname2538,Female,January,2,1997,BS Communications Technology Management,0918 560 8844,Smart
name2539,lastname2539,Male,February,3,1998,BS IT Entrepreneurship,0927 795 5882,Globe
name2540,lastname2540,Male,November,18,1997,BS IT Entrepreneurship,0918 960 5438,Smart
name2541,lastname2541,Male,November,18,1999,BS Legal Management,0918 928 7748,Smart
name2542,lastname2542,Female,December,5,1997,BS Communications Technology Management,0927 423 2526,Globe
name2543,lastname2543,Female,September,18,1998,BS Communications Technology Management,0918 325 1526,Smart
name2544,lastname2544,Male,April,18,1999,BS Management Engineering,0927 179 1079,Globe
name2545,lastname2545,Male,July,13,2000,BS Communications Technology Management,0918 881 6528,Smart
name2546,lastname2546,Female,August,19,1999,BS IT Entrepreneurship,0917 334 9017,Globe
