firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber
name2299,lastname2299,January,14,2000,BS Legal Management,0918 577 2431
name2300,lastname2300,February,24,2000,BS Communications Technology Management,0918 524 1259
name2301,lastname2301,February,16,1997,BS Communications Technology Management,0918 404 9503
name2302,lastname2302,April,14,1998,BS Management,0918 146 1542
name2303,lastname2303,September,28,2000,BS Communications Technology Management,0927 445 8143
name2304,lastname2304,March,21,1999,BS IT Entrepreneurship,0927 753 3303
name2305,lastname2305,September,4,2001,BS Management Engineering,0918 758 5738
name2306,lastname2306,June,11,1999,BS Management Engineering,0917 851 1627
name2307,lastname2307,January,11,1997,BS IT Entrepreneurship,0927 121 8775
name2308,lastname2308,February,27,1998,BS Management,0927 784 3387
name2309,lastname2309,June,12,2001,BS Management,0927 244 3525
name2310,lastname2310,December,24,1999,BS Legal Management,0918 642 7384
name2311,lastname2311,January,1,1998,BS Communications Technology Management,0918 356 9018
name2312,lastname2312,May,2,1999,BS Legal Management,0917 468 8345
name2313,lastname2313,March,11,1997,BS IT Entrepreneurship,0917 153 7719
name2314,lastname2314,May,4,1998,BS Management Engineering,0918 743 1918
name2315,lastname2315,February,26,1998,BS IT Entrepreneurship,0917 820 1521
name2316,lastname2316,December,4,1998,BS Management,0918 843 7217
name2317,lastname2317,December,27,2001,BS Management,0927 881 9759
name2318,lastname2318,September,11,2000,BS Management Engineering,0927 532 3544
name2319,lastname2319,January,4,1999,BS IT Entrepreneurship,0918 230 5450
name2320,lastname2320,March,16,1999,BS IT Entrepreneurship,0918 396 6613
name2321,lastname2321,September,26,2001,BS Management,0918 735 9525
name2322,lastname2322,August,9,2000,BS IT Entrepreneurship,0918 756 9753
name2323,lastname2323,November,14,1999,BS IT Entrepreneurship,0917 505 5113
name2324,lastname2324,May,5,2001,BS Management Engineering,0918 281 4588
name2325,lastname2325,July,20,1998,BS Legal Management,0927 995 3647
name2326,lastname2326,July,27,2000,BS Management,0917 618 9981
name2327,lastname2327,January,1,1997,BS Legal Management,0917 685 1845
name2328,lastname2328,April,5,2001,BS Management,0927 881 4083
name2329,lastname2329,July,18,1997,BS Management,0917 408 6878
name2330,lastname2330,April,17,1998,BS Management Engineering,0927 978 8808
name2331,lastname2331,May,11,2000,BS Legal Management,0918 886 9213
name2332,lastname2332,April,25,1997,BS Management,0927 449 7654
name2333,lastname2333,July,10,1998,BS IT Entrepreneurship,0927 140 9493
name2334,lastname2334,November,7,1999,BS Legal Management,0918 784 9869
name2335,lastname2335,June,26,2001,BS Legal Management,0927 879 2340
name2336,lastname2336,April,15,1999,BS Management Engineering,0918 706 3082
name2337,lastname2337,March,17,1998,BS Management Engineering,0918 560 7449
name2338,lastname2338,November,6,1997,BS Management,0918 903 5233
name2339,lastname2339,November,8,1999,BS IT Entrepreneurship,0927 923 5576
name2340,lastname2340,July,18,1997,BS Management Engineering,0917 809 8960
name2341,lastname2341,April,17,1999,BS IT Entrepreneurship,0918 908 6742
name2342,lastname2342,July,7,1998,BS Legal Management,0927 919 4991
name2343,lastname2343,January,1,1998,BS Management Engineering,0927 154 7220
name2344,lastname2344,May,14,1997,BS Communications Technology Management,0927 929 7767
name2345,lastname2345,April,13,1998,BS Management,0927 799 3697
name2346,lastname2346,February,7,1997,BS Communications Technology Management,0917 793 4237
name2347,lastname2347,July,6,1998,BS Management,0917 891 8673
name2348,lastname2348,July,18,2000,BS Legal Management,0918 677 4312
name2349,lastname2349,October,17,2000,BS Management Engineering,0927 467 9726
name2350,lastname2350,May,28,1998,BS IT Entrepreneurship,0917 847 8371
name2351,lastname2351,March,9,1998,BS Communications Technology Management,0917 914 6203
name2352,lastname2352,June,7,1998,BS Management Engineering,0917 334 6159
name2353,lastname2353,June,1,2001,BS Communications Technology Management,0927 134 2532
name2354,lastname2354,July,11,1998,BS IT Entrepreneurship,0918 534 5264
name2355,lastname2355,June,23,2001,BS Communications Technology Management,0917 124 8700
name2356,lastname2356,May,6,1997,BS Management,0927 745 2827
name2357,lastname2357,June,13,1998,BS IT Entrepreneurship,0927 669 5007
name2358,lastname2358,December,18,2001,BS Management Engineering,0918 923 4311
name2359,lastname2359,May,1,1998,BS IT Entrepreneurship,0918 108 2864
name2360,lastname2360,March,12,1998,BS Management Engineering,0917 836 8453
name2361,lastname2361,February,15,2000,BS Communications Technology Management,0917 246 2476
name2362,lastname2362,January,17,1998,BS Communications Technology Management,0927 553 1625
name2363,lastname2363,May,10,1997,BS Legal Management,0918 607 3049
name2364,lastname2364,February,7,1997,BS Communications Technology Management,0917 740 5047
name2365,lastname2365,October,15,1997,BS Management Engineering,0917 159 7408
name2366,lastname2366,December,27,1998,BS Legal Management,0918 948 8122
name2367,lastname2367,July,26,1997,BS Legal Management,0918 288 1534
name2368,lastname2368,May,1,1997,BS IT Entrepreneurship,0918 991 8438
name2369,lastname2369,May,23,1997,BS Communications Technology Management,0917 688 6034
name2370,lastname2370,January,18,1998,BS Communications Technology Management,0917 880 1286
name2371,lastname2371,April,11,2000,BS Legal Management,0917 758 9685
name2372,lastname2372,July,4,2001,BS Legal Management,0927 490 5419
name2373,lastname2373,May,12,2000,BS Management Engineering,0927 776 2687
name2374,lastname2374,August,27,2000,BS IT Entrepreneurship,0927 429 5762
name2375,lastname2375,November,2,1999,BS Management,0918 276 8342
name2376,lastname2376,May,27,1999,BS IT Entrepreneurship,0918 420 9440
name2377,lastname2377,September,12,2001,BS Communications Technology Management,0917 316 7284
name2378,lastname2378,December,2,1997,BS Management,0918 975 1613
name2379,lastname2379,November,10,1997,BS Legal Management,0927 874 3477
name2380,lastname2380,November,17,1999,BS Legal Management,0917 323 1977
name2381,lastname2381,June,13,1998,BS Management Engineering,0917 632 3225
name2382,lastname2382,December,12,1997,BS Communications Technology Management,0917 449 3806
name2383,lastname2383,April,19,2000,BS Legal Management,0918 729 7979
name2384,lastname2384,September,19,1998,BS Communications Technology Management,0927 971 2794
name2385,lastname2385,December,23,2001,BS Management Engineering,0917 693 4040
name2386,lastname2386,December,18,1997,BS Management,0918 257 1334
name2387,lastname2387,March,11,1997,BS Management,0927 479 2154
name2388,lastname2388,September,7,1998,BS Communications Technology Management,0927 106 4194
name2389,lastname2389,March,13,1997,BS Legal Management,0927 824 6270
name2390,lastname2390,November,9,1998,BS Communications Technology Management,0917 866 2766
name2391,lastname2391,August,21,2000,BS Legal Management,0927 857 2381
name2392,lastname2392,March,21,2001,BS IT Entrepreneurship,0917 615 1060
name2393,lastname2393,October,22,1998,BS IT Entrepreneurship,0917 956 3502
name2394,lastname2394,August,23,1999,BS Management Engineering,0917 660 7478
name2395,lastname2395,June,16,1997,BS Legal Management,0917 387 1657
name2396,lastname2396,June,28,1997,BS Management Engineering,0917 948 9502
name2397,lastname2397,April,27,1997,BS Communications Technology Management,0917 997 3008
name2398,lastname2398,March,5,1999,BS Communications Technology Management,0927 397 8097
name2399,lastname2399,August,5,2000,BS Management Engineering,0927 447 4213
name2400,lastname2400,April,27,2000,BS Management Engineering,0918 919 5919
name2401,lastname2401,October,28,2000,BS Management,0917 551 8099
name2402,lastname2402,October,15,1999,BS Communications Technology Management,0927 159 9241
name2403,lastname2403,June,22,1999,BS Management Engineering,0927 289 3262
name2404,lastname2404,October,24,2001,BS Communications Technology Management,0927 748 1190
name2405,lastname2405,July,19,1999,BS IT Entrepreneurship,0918 192 8519
name2406,lastname2406,March,7,1998,BS Management,0918 201 5633
name2407,lastname2407,March,10,2000,BS IT Entrepreneurship,0927 392 7223
name2408,lastname2408,February,16,1997,BS Management,0927 828 7176
name2409,lastname2409,May,6,1997,BS Communications Technology Management,0917 412 3057
name2410,lastname2410,March,28,2000,BS Management,0917 181 3978
name2411,lastname2411,October,22,1998,BS Communications Technology Management,0917 374 3329
name2412,lastname2412,June,16,1999,BS Communications Technology Management,0917 870 6914
name2413,lastname2413,November,26,2001,BS Legal Management,0917 960 3096
name2414,lastname2414,February,18,1999,BS IT Entrepreneurship,0917 755 2268
name2415,lastname2415,October,10,1998,BS Communications Technology Management,0918 931 7669
name2416,lastname2416,September,25,1999,BS Management,0927 577 5428
name2417,lastname2417,November,1,2000,BS Management,0918 611 7258
name2418,lastname2418,December,13,2000,BS IT Entrepreneurship,0927 255 7533
name2419,lastname2419,November,16,2001,BS Communications Technology Management,0927 198 4160
name2420,lastname2420,June,10,2000,BS Legal Management,0918 147 1799
name2421,lastname2421,May,3,1998,BS IT Entrepreneurship,0927 397 7959
name2422,lastname2422,May,28,1999,BS Communications Technology Management,0927 619 2961
name2423,lastname2423,March,10,1999,BS Management,0917 840 3342
name2424,lastname2424,March,14,2001,BS IT Entrepreneurship,0917 793 8378
name2425,lastname2425,July,19,1999,BS IT Entrepreneurship,0918 495 8760
name2426,lastname2426,May,16,2000,BS Management Engineering,0918 390 4848
name2427,lastname2427,February,4,2000,BS Management,0917 504 1312
name2428,lastname2428,November,13,1997,BS IT Entrepreneurship,0917 764 8229
name2429,lastname2429,June,22,1997,BS Legal Management,0927 227 6284
name2430,lastname2430,May,17,1998,BS IT Entrepreneurship,0918 199 7797
name2431,lastname2431,August,13,1998,BS Management,0917 169 3352
name2432,lastname2432,May,15,1999,BS Management Engineering,0917 761 3830
name2433,lastname2433,September,17,1997,BS Communications Technology Management,0927 849 6892
name2434,lastname2434,January,19,1999,BS Management Engineering,0927 434 9948
name2435,lastname2435,April,4,1998,BS Communications Technology Management,0927 227 8411
name2436,lastname2436,February,12,1997,BS Management Engineering,0918 436 4889
name2437,lastname2437,March,19,1999,BS Communications Technology Management,0918 832 1639
name2438,lastname2438,October,21,1998,BS IT Entrepreneurship,0927 482 6028
name2439,lastname2439,February,5,1998,BS Management Engineering,0918 485 7266
name2440,lastname2440,September,19,1998,BS Management,0917 856 5444
name2441,lastname2441,February,12,2001,BS Legal Management,0917 754 8431
name2442,lastname2442,November,10,2001,BS Management Engineering,0927 764 6262
name2443,lastname2443,July,25,1998,BS IT Entrepreneurship,0918 541 1153
name2444,lastname2444,August,16,1998,BS Management,0918 845 7573
name2445,lastname2445,September,5,1998,BS Management,0927 533 1486
name2446,lastname2446,February,22,2000,BS Management Engineering,0917 275 7590
name2447,lastname2447,February,11,2001,BS Management Engineering,0918 694 6303
name2448,lastname2448,June,4,2000,BS Communications Technology Management,0927 244 3224
name2449,lastname2449,July,6,1998,BS Legal Management,0918 446 3657
name2450,lastname2450,June,21,1998,BS Management,0917 335 2745
name2451,lastname2451,January,22,1999,BS Management Engineering,0917 482 2116
name2452,lastname2452,April,23,1999,BS Management Engineering,0917 538 5323
name2453,lastname2453,March,22,2001,BS Communications Technology Management,0917 523 3869
name2454,lastname2454,November,19,1999,BS Management Engineering,0917 385 3899
name2455,lastname2455,December,24,1997,BS IT Entrepreneurship,0918 593 4633
name2456,lastname2456,April,9,1998,BS Legal Management,0927 725 8448
name2457,lastname2457,October,10,2001,BS Management,0917 875 7767
name2458,lastname2458,November,4,1999,BS IT Entrepreneurship,0917 234 8813
name2459,lastname2459,January,6,1998,BS Communications Technology Management,0917 854 2574
name2460,lastname2460,April,18,2001,BS IT Entrepreneurship,0918 172 8477
name2461,lastname2461,November,18,1998,BS Legal Management,0927 779 7910
name2462,lastname2462,November,4,1997,BS IT Entrepreneurship,0918 659 2984
name2463,lastname2463,January,28,1997,BS Management,0927 341 4442
name2464,lastname2464,September,6,1998,BS Management,0927 810 3537
name2465,lastname2465,October,28,1999,BS Management,0917 848 6313
name2466,lastname2466,May,28,1997,BS Management Engineering,0918 596 7521
name2467,lastname2467,February,12,1997,BS Legal Management,0927 537 1630
name2468,lastname2468,September,4,1997,BS Management,0917 522 8739
name2469,lastname2469,November,26,1999,BS IT Entrepreneurship,0927 961 4729
name2470,lastname2470,July,5,1999,BS Management Engineering,0918 746 7549
name2471,lastname2471,April,15,1998,BS Management,0917 186 5933
name2472,lastname2472,December,13,1997,BS Communications Technology Management,0918 872 7265
name2473,lastname2473,May,6,1997,BS Management,0918 950 9443
name2474,lastname2474,January,24,1997,BS Management Engineering,0918 909 4946
name2475,lastname2475,January,12,1999,BS Legal Management,0927 312 5973
name2476,lastname2476,August,15,2001,BS Legal Management,0918 893 6385
name2477,lastname2477,September,27,2001,BS Legal Management,0918 877 6490
name2478,lastname2478,November,3,2001,BS Management,0917 347 6498
name2479,lastname2479,December,23,1999,BS Legal Management,0918 573 2384
name2480,lastname2480,May,22,1998,BS Communications Technology Management,0918 759 4404
name2481,lastname2481,March,3,2001,BS Communications Technology Management,0917 332 5207
name2482,lastname2482,September,10,2000,BS Communications Technology Management,0917 195 8173
name2483,lastname2483,January,6,2000,BS Legal Management,0927 781 8674
name2484,lastname2484,November,10,2000,BS Management Engineering,0927 347 9357
name2485,lastname2485,May,14,1999,BS Management,0927 650 8064
name2486,lastname2486,January,6,1999,BS Management,0927 702 2432
name2487,lastname2487,December,26,2000,BS Communications Technology Management,0927 634 1504
name2488,lastname2488,March,25,1999,BS Management,0918 614 2482
name2489,lastname2489,January,20,1997,BS Legal Management,0918 417 3419
name2490,lastname2490,August,16,2000,BS Legal Management,0918 800 4530
name2491,lastname2491,January,3,1999,BS Legal Management,0927 479 1685
name2492,lastname2492,January,9,2001,BS IT Entrepreneurship,0917 517 8009
name2493,lastname2493,September,9,1999,BS Management Engineering,0927 649 3563
name2494,lastname2494,April,10,2000,BS Communications Technology Management,0918 797 3972
name2495,lastname2495,May,11,1998,BS Communications Technology Management,0927 702 3361
name2496,lastname2496,September,16,1998,BS Communications Technology Management,0917 794 8406
name2497,lastname2497,December,10,2000,BS Management Engineering,0917 240 7897
name2498,lastname2498,December,8,2001,BS Management,0917 437 4761
name2499,lastname2499,September,2,1997,BS IT Entrepreneurship,0927 554 1341
name2500,lastname2500,March,12,2001,BS Management,0918 787 7812
name2501,lastname2501,December,1,2001,BS Management,0917 654 8967
name2502,lastname2502,December,19,2000,BS Management,0917 929 4398
name2503,lastname2503,February,6,1998,BS Communications Technology Management,0918 565 3640
name2504,lastname2504,April,9,2000,BS Legal Management,0918 520 5187
name2505,lastname2505,January,28,1997,BS IT Entrepreneurship,0927 363 8348
name2506,lastname2506,November,22,1998,BS Communications Technology Management,0927 894 9571
name2507,lastname2507,February,11,1997,BS Legal Management,0917 998 2534
name2508,lastname2508,April,18,2001,BS Legal Management,0927 647 9151
name2509,lastname2509,October,25,1998,BS Legal Management,0927 744 4282
name2510,lastname2510,June,11,1998,BS Communications Technology Management,0917 869 9466
name2511,lastname2511,December,25,1997,BS Legal Management,0918 287 7261
name2512,lastname2512,May,25,1999,BS Management Engineering,0927 906 9410
name2513,lastname2513,November,10,2000,BS Communications Technology Management,0918 490 2582
name2514,lastname2514,September,15,1998,BS IT Entrepreneurship,0918 151 9228
name2515,lastname2515,April,28,2001,BS Management Engineering,0927 279 8965
name2516,lastname2516,January,19,1997,BS Management,0918 609 2244
name2517,lastname2517,November,17,1998,BS IT Entrepreneurship,0927 290 3455
name2518,lastname2518,October,15,2001,BS Legal Management,0918 592 1101
name2519,lastname2519,May,24,1999,BS IT Entrepreneurship,0927 866 2938
name2520,lastname2520,October,11,1998,BS Management,0918 180 5555
name2521,lastname2521,January,18,1997,BS Management Engineering,0927 140 1589
name2522,lastname2522,May,28,2001,BS Communications Technology Management,0927 930 6395
name2523,lastname2523,July,23,2001,BS IT Entrepreneurship,0927 815 1092
name2524,lastname2524,May,26,2000,BS Management Engineering,0927 596 1752
name2525,lastname2525,April,12,1998,BS Management Engineering,0917 423 2721
name2526,lastname2526,January,9,2001,BS Management Engineering,0918 102 2217
name2527,lastname2527,April,21,1997,BS Management,0918 808 5353
name2528,lastname2528,April,5,1999,BS Legal Management,0917 669 9647
name2529,lastname2529,May,11,1998,BS Management,0927 440 7845
name2530,lastname2530,June,17,2000,BS Management,0918 431 8667
name2531,lastname2531,January,17,1998,BS Communications Technology Management,0927 204 3757
name2532,lastname2532,November,28,2001,BS Legal Management,0927 313 4542
name2533,lastname2533,December,12,2000,BS IT Entrepreneurship,0918 457 8951
name2534,lastname2534,May,19,1999,BS Management Engineering,0918 308 2032
name2535,lastname2535,September,16,1997,BS Legal Management,0927 474 8597
name2536,lastname2536,February,17,2001,BS Management Engineering,0917 395 4691
name2537,lastname2537,November,9,1998,BS IT Entrepreneurship,0918 873 1719
name2538,lastname2538,January,2,1997,BS Communications Technology Management,0918 560 8844
name2539,lastname2539,February,3,1998,BS IT Entrepreneurship,0927 795 5882
name2540,lastname2540,November,18,1997,BS IT Entrepreneurship,0918 960 5438
name2541,lastname2541,November,18,1999,BS Legal Management,0918 928 7748
name2542,lastname2542,December,5,1997,BS Communications Technology Management,0927 423 2526
name2543,lastname2543,September,18,1998,BS Communications Technology Management,0918 325 1526
name2544,lastname2544,April,18,1999,BS Management Engineering,0927 179 1079
name2545,lastname2545,July,13,2000,BS Communications Technology Management,0918 881 6528
name2546,lastname2546,August,19,1999,BS IT Entrepreneurship,0917 334 9017
name2547,lastname2547,February,16,2000,BS Communications Technology Management,0918 440 6060
name2548,lastname2548,January,5,1999,BS Management,0927 774 2119
name2549,lastname2549,April,20,1998,BS Management Engineering,0918 493 6405
name2550,lastname2550,August,8,1998,BS IT Entrepreneurship,0918 793 5808
name2551,lastname2551,March,12,1997,BS IT Entrepreneurship,0917 410 8644
name2552,lastname2552,May,18,1997,BS Legal Management,0917 382 7700
name2553,lastname2553,July,14,1997,BS Communications Technology Management,0917 554 5621
name2554,lastname2554,April,25,1999,BS Legal Management,0927 291 5154
name2555,lastname2555,August,10,1997,BS IT Entrepreneurship,0927 861 4721
name2556,lastname2556,February,18,1998,BS Legal Management,0927 893 6964
name2557,lastname2557,July,4,1999,BS Management Engineering,0917 818 6486
name2558,lastname2558,December,15,1997,BS Legal Management,0927 262 6276
name2559,lastname2559,August,7,2001,BS Communications Technology Management,0917 419 5167
name2560,lastname2560,February,3,1998,BS Legal Management,0927 991 4924
name2561,lastname2561,August,12,2000,BS Management,0917 275 5243
name2562,lastname2562,May,24,1999,BS Legal Management,0927 754 3697
name2563,lastname2563,March,16,1997,BS Legal Management,0927 515 1326
name2564,lastname2564,October,22,1998,BS Management,0927 190 7709
name2565,lastname2565,January,6,1997,BS Communications Technology Management,0927 914 3489
name2566,lastname2566,December,22,1998,BS Communications Technology Management,0927 510 3306
name2567,lastname2567,April,21,2000,BS Management,0917 137 2165
name2568,lastname2568,May,17,1998,BS Management,0927 999 9548
name2569,lastname2569,October,21,2000,BS Management,0927 439 8623
name2570,lastname2570,October,15,2001,BS Management Engineering,0918 936 3308
name2571,lastname2571,July,8,1999,BS Management Engineering,0927 212 1620
name2572,lastname2572,October,11,2001,BS Communications Technology Management,0917 570 9954
name2573,lastname2573,May,23,1998,BS Management Engineering,0927 577 4535
name2574,lastname2574,January,16,1997,BS Management,0918 758 8124
name2575,lastname2575,December,25,2000,BS Communications Technology Management,0927 103 2003
name2576,lastname2576,May,25,1998,BS IT Entrepreneurship,0927 626 4429
name2577,lastname2577,April,15,1997,BS Communications Technology Management,0927 300 9845
name2578,lastname2578,December,17,2001,BS Communications Technology Management,0917 791 4807
name2579,lastname2579,October,8,1999,BS Management Engineering,0927 810 5558
name2580,lastname2580,August,20,1997,BS Legal Management,0918 887 8537
name2581,lastname2581,November,7,1999,BS Legal Management,0918 790 2841
name2582,lastname2582,January,8,1998,BS Legal Management,0917 602 6957
name2583,lastname2583,April,28,2001,BS Communications Technology Management,0917 386 7741
name2584,lastname2584,February,11,1999,BS IT Entrepreneurship,0918 400 9775
name2585,lastname2585,May,8,1999,BS Communications Technology Management,0918 153 7448
name2586,lastname2586,April,6,1998,BS Management,0927 640 8396
name2587,lastname2587,April,5,1999,BS IT Entrepreneurship,0927 691 5341
name2588,lastname2588,April,9,2000,BS Management,0917 676 1899
name2589,lastname2589,March,13,1999,BS Legal Management,0917 573 5058
name2590,lastname2590,September,4,2001,BS Communications Technology Management,0927 395 6034
name2591,lastname2591,January,13,2000,BS Management,0917 530 2742
name2592,lastname2592,October,25,1999,BS Communications Technology Management,0918 244 8484
name2593,lastname2593,June,18,1998,BS Management Engineering,0927 141 6274
name2594,lastname2594,June,12,1999,BS Management,0927 640 2517
name2595,lastname2595,August,14,1998,BS Communications Technology Management,0917 991 7278
name2596,lastname2596,December,22,1998,BS Management Engineering,0918 486 2307
name2597,lastname2597,February,11,1999,BS Communications Technology Management,0917 813 3010
name2598,lastname2598,April,18,1998,BS Management Engineering,0927 444 5398
name2599,lastname2599,August,22,1999,BS Communications Technology Management,0918 805 7805
name2600,lastname2600,October,23,1999,BS Communications Technology Management,0927 612 8812
name2601,lastname2601,August,3,1999,BS Communications Technology Management,0918 714 2798
name2602,lastname2602,August,19,1999,BS Management Engineering,0918 707 1691
name2603,lastname2603,November,23,1997,BS Communications Technology Management,0918 875 3524
name2604,lastname2604,November,19,1999,BS Management,0918 224 9200
name2605,lastname2605,September,26,2000,BS IT Entrepreneurship,0918 802 6074
name2606,lastname2606,February,17,1998,BS Communications Technology Management,0927 964 8172
name2607,lastname2607,September,5,2001,BS Communications Technology Management,0917 642 8108
name2608,lastname2608,January,15,1998,BS Communications Technology Management,0927 998 2587
name2609,lastname2609,April,27,2001,BS Communications Technology Management,0927 229 9368
name2610,lastname2610,April,17,1998,BS Legal Management,0918 960 5607
name2611,lastname2611,October,12,2001,BS Management,0917 569 4246
name2612,lastname2612,June,10,1999,BS IT Entrepreneurship,0918 622 3293
name2613,lastname2613,July,24,1998,BS Legal Management,0918 877 6689
name2614,lastname2614,May,25,2001,BS IT Entrepreneurship,0917 199 2805
name2615,lastname2615,January,17,1999,BS Management,0918 687 4279
name2616,lastname2616,May,10,1997,BS Management,0917 641 6984
name2617,lastname2617,May,19,1998,BS IT Entrepreneurship,0917 458 4506
name2618,lastname2618,August,13,1998,BS IT Entrepreneurship,0927 524 9294
name2619,lastname2619,July,9,1999,BS Communications Technology Management,0918 385 1052
name2620,lastname2620,November,9,1998,BS IT Entrepreneurship,0927 739 4781
name2621,lastname2621,May,24,1998,BS Management Engineering,0918 920 8845
name2622,lastname2622,June,22,2001,BS Management,0927 231 3748
name2623,lastname2623,April,21,1998,BS Communications Technology Management,0927 688 5360
name2624,lastname2624,July,25,2000,BS IT Entrepreneurship,0927 233 3593
name2625,lastname2625,November,8,1999,BS IT Entrepreneurship,0927 643 7093
name2626,lastname2626,July,22,1998,BS Communications Technology Management,0927 298 2396
name2627,lastname2627,January,24,2000,BS IT Entrepreneurship,0927 744 7996
name2628,lastname2628,January,3,1999,BS Communications Technology Management,0918 197 8797
name2629,lastname2629,November,20,1997,BS Management Engineering,0918 153 5257
name2630,lastname2630,January,20,2001,BS Legal Management,0918 592 5507
name2631,lastname2631,December,17,1999,BS Communications Technology Management,0927 410 3184
name2632,lastname2632,December,21,1999,BS IT Entrepreneurship,0927 545 6383
name2633,lastname2633,August,1,1999,BS Legal Management,0927 622 2939
name2634,lastname2634,December,23,1997,BS Management,0917 695 2648
name2635,lastname2635,November,11,1999,BS Legal Management,0917 207 4784
name2636,lastname2636,January,14,1999,BS Management Engineering,0917 156 4149
name2637,lastname2637,February,18,1999,BS Legal Management,0918 294 8168
name2638,lastname2638,November,28,2000,BS Management Engineering,0927 823 3247
name2639,lastname2639,September,9,1999,BS IT Entrepreneurship,0917 354 3063
name2640,lastname2640,December,13,1997,BS Communications Technology Management,0917 181 7772
name2641,lastname2641,February,17,1999,BS Legal Management,0918 952 6955
name2642,lastname2642,May,4,2000,BS Management,0917 371 5232
name2643,lastname2643,October,9,1999,BS Legal Management,0917 194 2461
name2644,lastname2644,March,24,2001,BS Management Engineering,0917 257 2784
name2645,lastname2645,May,19,1998,BS Legal Management,0917 173 6943
name2646,lastname2646,June,28,1998,BS Legal Management,0917 832 7071
name2647,lastname2647,April,8,1999,BS Management,0918 408 6691
name2648,lastname2648,March,13,1999,BS IT Entrepreneurship,0918 542 6186
name2649,lastname2649,June,11,1997,BS Management Engineering,0927 900 6138
name2650,lastname2650,June,2,1997,BS Communications Technology Management,0917 835 4386
name2651,lastname2651,June,15,1998,BS Communications Technology Management,0918 884 5352
name2652,lastname2652,November,25,1998,BS Legal Management,0927 628 7709
name2653,lastname2653,June,16,1998,BS Management,0917 281 4502
name2654,lastname2654,November,2,2001,BS Communications Technology Management,0917 981 3960
name2655,lastname2655,April,16,1997,BS Communications Technology Management,0918 543 6769
name2656,lastname2656,April,28,1998,BS IT Entrepreneurship,0917 138 3778
name2657,lastname2657,May,21,1999,BS Communications Technology Management,0927 392 6719
name2658,lastname2658,December,16,1997,BS Management Engineering,0918 490 8514
name2659,lastname2659,September,12,1998,BS Management,0917 594 1999
name2660,lastname2660,August,8,1998,BS IT Entrepreneurship,0917 548 3351
name2661,lastname2661,September,12,1999,BS Legal Management,0918 204 9617
name2662,lastname2662,September,3,1998,BS IT Entrepreneurship,0918 509 9706
name2663,lastname2663,August,20,1999,BS Management,0917 623 6547
name2664,lastname2664,August,3,1998,BS Communications Technology Management,0918 424 3370
name2665,lastname2665,April,12,1998,BS Legal Management,0927 513 2139
name2666,lastname2666,January,11,1998,BS Management Engineering,0927 295 6588
name2667,lastname2667,October,10,2000,BS Communications Technology Management,0917 837 3739
name2668,lastname2668,September,8,1998,BS IT Entrepreneurship,0918 100 8378
name2669,lastname2669,June,9,2000,BS Management Engineering,0918 438 7545
name2670,lastname2670,May,1,1999,BS Management Engineering,0917 195 4206
name2671,lastname2671,January,15,1998,BS Communications Technology Management,0918 555 9070
name2672,lastname2672,May,6,1998,BS Communications Technology Management,0927 763 1636
name2673,lastname2673,June,27,1998,BS Communications Technology Management,0917 275 6658
name2674,lastname2674,March,8,2001,BS Management,0917 731 3274
name2675,lastname2675,September,23,1999,BS Management,0917 170 3005
name2676,lastname2676,August,25,1999,BS Management,0927 813 4925
name2677,lastname2677,July,18,1999,BS Legal Management,0917 130 5809
name2678,lastname2678,July,27,2000,BS Management,0927 163 4869
name2679,lastname2679,May,23,1997,BS Management,0918 848 1893
name2680,lastname2680,December,14,1999,BS Management Engineering,0927 115 7726
name2681,lastname2681,September,12,1999,BS Management Engineering,0917 572 8068
name2682,lastname2682,November,8,2000,BS IT Entrepreneurship,0927 384 1647
name2683,lastname2683,September,9,2000,BS Management Engineering,0918 536 3717
name2684,lastname2684,December,15,1998,BS Communications Technology Management,0927 540 8705
name2685,lastname2685,June,11,1997,BS Legal Management,0917 439 6195
name2686,lastname2686,December,18,1998,BS Management Engineering,0927 670 5740
name2687,lastname2687,March,20,1999,BS IT Entrepreneurship,0918 245 5369
name2688,lastname2688,July,7,1997,BS Management,0918 704 3039
name2689,lastname2689,March,21,1999,BS Communications Technology Management,0927 346 1462
name2690,lastname2690,August,16,1999,BS Management Engineering,0917 919 8868
name2691,lastname2691,March,16,2000,BS Management Engineering,0927 790 3075
name2692,lastname2692,July,11,1998,BS Management,0927 105 7640
name2693,lastname2693,August,6,1999,BS Legal Management,0927 495 2855
name2694,lastname2694,November,18,1999,BS IT Entrepreneurship,0918 777 2993
name2695,lastname2695,September,6,2000,BS Legal Management,0918 592 7760
name2696,lastname2696,May,11,1997,BS IT Entrepreneurship,0927 526 9917
name2697,lastname2697,January,1,2001,BS Communications Technology Management,0917 168 6101
name2698,lastname2698,October,3,1999,BS IT Entrepreneurship,0917 902 2249
name2699,lastname2699,March,17,1997,BS IT Entrepreneurship,0918 546 6362
name2700,lastname2700,January,16,1997,BS Communications Technology Management,0927 899 4910
name2701,lastname2701,May,26,1998,BS Management Engineering,0918 631 1730
name2702,lastname2702,April,24,1997,BS Legal Management,0927 126 8003
name2703,lastname2703,June,27,2001,BS Communications Technology Management,0927 189 1936
name2704,lastname2704,January,20,1999,BS Communications Technology Management,0927 794 7557
name2705,lastname2705,June,17,1997,BS Communications Technology Management,0927 506 8327
